,Track_ID,Track_Title,Track_Artist,Track_Popularity,Track_URL,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acoutsicness,Instrumentalness,Liveness,Valence,Tempo
2355,0FCzQqeK1Kqpmvjr4rrZ8H,CAN'T,Jor'dan Armstrong,30,https://p.scdn.co/mp3-preview/6a4f49df647a5e78cbae637b112c1be235224456?cid=1346ad7fd5d14060af96cc4eaf61e382,0.772,0.587,1,-8.503,0,0.0545,0.0632,0.0,0.108,0.669,149.945
2358,0rzST5Sacf8B1GNzNfRcLP,Can't Be Me,Russ,46,https://p.scdn.co/mp3-preview/e7a0c514e9df58ee87dcb61c50b62a324c36a35c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.894,0.548,7,-9.222,1,0.131,0.0906,0.0,0.0595,0.361,117.01
2359,2eISfluGxum1EMjPQYCPp0,Can't Be Me,Sean Stemaly,35,https://p.scdn.co/mp3-preview/8e8f9e582246838a14fa4cc3d678f6e2a1f6abf2?cid=1346ad7fd5d14060af96cc4eaf61e382,0.449,0.852,8,-4.357,1,0.0313,0.342,0.000427,0.153,0.547,155.995
2361,3Hh1dMv74AXl5MxLvTkz8k,Can't Deny (feat. Lil Tecca),Nebu Kiniza,40,https://p.scdn.co/mp3-preview/a3dea262739729ca82a943e6f934f04ba078ec18?cid=1346ad7fd5d14060af96cc4eaf61e382,0.747,0.741,6,-8.747,1,0.247,0.0628,5.11e-05,0.102,0.412,76.276
2362,6Wy1WU6nkioVn681Rom3SP,Can't Do Without Me,Chayce Beckham,56,https://p.scdn.co/mp3-preview/1360c240c758acee7f296461cdac1d3673f6a07c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.602,0.928,1,-3.601,1,0.0859,0.016,0.0,0.105,0.429,123.121
2363,3nEwza00qN1AECkVtPS4oq,Can't Explain It (feat. Charlie Wilson),CHIKA,36,https://p.scdn.co/mp3-preview/d4ab7a05c7de25894fb6bd4ee4fb99812ade9e31?cid=1346ad7fd5d14060af96cc4eaf61e382,0.705,0.748,5,-4.0,0,0.238,0.0888,0.0,0.212,0.688,147.972
2365,0NifoawGXlUd8kkeqPRgB2,Can't Find Love in L.A.,IV4,28,https://p.scdn.co/mp3-preview/7f3358c42e148b509431aa7ec201886362388ca5?cid=1346ad7fd5d14060af96cc4eaf61e382,0.742,0.671,0,-5.717,0,0.0703,0.296,0.0145,0.108,0.342,93.971
2366,4vaD8Z7CSrdResfrH5e0XA,Can't Get Over Us,Macy Kate,19,https://p.scdn.co/mp3-preview/d495559d7658252597f19df596d848fa550d2d24?cid=1346ad7fd5d14060af96cc4eaf61e382,0.829,0.36,0,-6.872,1,0.04,0.691,0.0,0.0982,0.666,109.008
2367,178ZvO20GAGgrxSDitOaYG,Can't Get Over You,Yuna,50,https://p.scdn.co/mp3-preview/717f856aa59f9c86b86221981b8a5718d7b608a5?cid=1346ad7fd5d14060af96cc4eaf61e382,0.553,0.681,11,-9.531,0,0.169,0.297,0.00695,0.107,0.625,183.813
2368,46BIpPudYCyNxUTz4f2E8k,Can't Get Over You (feat. Aloe Blacc),Gabry Ponte,60,https://p.scdn.co/mp3-preview/8b25e7fdf9f55639242ebe61c8cc748ca34196a4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.749,0.843,9,-5.544,0,0.0428,0.121,4.59e-05,0.0877,0.455,119.981
2370,4mlMgQufpgconFgo80R01C,can't give back your love,clide,48,https://p.scdn.co/mp3-preview/a332572776d6b51aa3fcbb31d6cd72395e5adc55?cid=1346ad7fd5d14060af96cc4eaf61e382,0.583,0.317,11,-10.066,1,0.057,0.82,0.0,0.119,0.121,104.785
2371,24bUSn4O0HA8c3Y2mi5NqS,Can't Give Up,Ali Gatie,53,https://p.scdn.co/mp3-preview/22e4acd782ba5518eed5b93bf9fe2ae7485415fc?cid=1346ad7fd5d14060af96cc4eaf61e382,0.538,0.506,11,-6.467,1,0.0371,0.185,0.0,0.256,0.364,179.435
2373,5z6kioF5lcjvAokZqLIucU,Can't Go to Church,Mitchell Tenpenny,45,https://p.scdn.co/mp3-preview/f57824809ef663fd343cd12dc9c2b4588dc5620b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.372,0.863,9,-4.761,0,0.0645,0.00238,0.0,0.283,0.546,174.276
2374,4FCNizKAqQ0JDx9ZWDEt1Z,Can't Help Falling in Love,Kacey Musgraves,58,https://p.scdn.co/mp3-preview/1c31ca1bca45f4b42e6cfbe1c35d18716921a37e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.317,0.15,9,-17.433,1,0.0323,0.951,9.28e-05,0.113,0.228,45.306
2375,5huUnrXYZHpccwfY2tudV1,Can't Help It (feat. Hotboii),Moe,17,https://p.scdn.co/mp3-preview/e53d1318b45893b4c91acc493f4b99303d472586?cid=1346ad7fd5d14060af96cc4eaf61e382,0.583,0.482,8,-9.094,1,0.355,0.104,0.0,0.114,0.249,184.088
2376,2U1drF0wHxIHWhkl4JN7js,Can't Hide Love,Chase Matthew,50,https://p.scdn.co/mp3-preview/207a1f66cbac80a7dce276affd4fb961d2050c65?cid=1346ad7fd5d14060af96cc4eaf61e382,0.567,0.597,1,-6.135,1,0.0298,0.391,0.0,0.28,0.562,172.026
2377,2wlJujDcmEpJ4egO6Sx56w,Can't Let Go (feat. Harry Hudson),Frank Walker,48,https://p.scdn.co/mp3-preview/b4df838d17e1112925c34d4833c7ca09ebdc7f6a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.618,0.838,7,-4.992,1,0.178,0.00503,1.04e-05,0.175,0.46,119.007
2378,2kMarngrIWYgmAdVjruuuW,Can't Let It Show,Tank,48,https://p.scdn.co/mp3-preview/2c39dbb441a9c2050d2694785612db2d3c8457ea?cid=1346ad7fd5d14060af96cc4eaf61e382,0.392,0.548,6,-5.929,1,0.101,0.376,0.000138,0.084,0.162,78.443
2379,5RfrZ5Lgr3fdtgnvhh3va8,Can't Let You Go,Ali Gatie,59,https://p.scdn.co/mp3-preview/e0f8a8962c5b09286abfdb644176a27d5fd85585?cid=1346ad7fd5d14060af96cc4eaf61e382,0.648,0.455,1,-7.122,1,0.0341,0.463,0.0,0.109,0.183,129.9
2381,7FdPNzOaG7FnIXiFm53cq4,Can't Let You Go (feat. Nick Grant),Terrace Martin,43,https://p.scdn.co/mp3-preview/c0a5de010ed9d4d8ab022bbee28456b95e717c90?cid=1346ad7fd5d14060af96cc4eaf61e382,0.863,0.521,1,-9.386,1,0.176,0.506,2.59e-05,0.116,0.637,111.958
2385,4vDEQxivxtfbgmEHtsJ29H,Can't See Stars (feat. Kevin Morby),Erin Rae,36,https://p.scdn.co/mp3-preview/54c04794af3c0feb0f748e56241fbcec50607fff?cid=1346ad7fd5d14060af96cc4eaf61e382,0.665,0.546,10,-6.605,1,0.0292,0.0565,0.00134,0.0668,0.746,141.915
2389,6SOuxyJH5glKeDSFUJJ5tX,Can't Stop Us Now,Pitbull,65,https://p.scdn.co/mp3-preview/5da8f9e7b4f1c39cf4fadd5433909e63fb205313?cid=1346ad7fd5d14060af96cc4eaf61e382,0.654,0.877,6,-4.818,0,0.0996,0.00837,1.1e-06,0.371,0.909,126.082
2390,4L1zI1GJxi0Qq38aSYmsS0,Can't Stop Won't Stop (feat. Kodak Black),King Combs,69,https://p.scdn.co/mp3-preview/0138ade50494899950456c1fbe23848e94d63957?cid=1346ad7fd5d14060af96cc4eaf61e382,0.906,0.807,2,-4.401,1,0.294,0.177,0.0,0.11,0.813,96.961
2391,1LJYn86ysceH708AIkw0VZ,CAN'T TOUCH THIS,BIA,60,https://p.scdn.co/mp3-preview/a4739bedda86b2d45e1daafdbc4acc20795557de?cid=1346ad7fd5d14060af96cc4eaf61e382,0.975,0.482,9,-7.94,1,0.246,0.00716,0.0,0.0596,0.737,125.953
2393,4gmC5USrVGq53V2iQApLO2,Can't Win For Losing (feat. 2KBaby),Jacob Latimore,22,https://p.scdn.co/mp3-preview/57b09d235f4ed04d300f1817cdc54f8ab5524e50?cid=1346ad7fd5d14060af96cc4eaf61e382,0.81,0.557,7,-6.366,1,0.0734,0.0863,0.0,0.449,0.408,129.987
2394,6dOA3EsqfHDXhQY3mEpWbD,Can't You See,Samuel Petra,15,https://p.scdn.co/mp3-preview/8f08e539fbee8044c8eb9e642a1c7599a646166b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.741,0.567,8,-9.08,1,0.037,0.274,0.0336,0.151,0.857,79.996
2396,1DmKGJRnmQUEIF4BMrBORF,Canadian Bacon,Rexx Life Raj,20,https://p.scdn.co/mp3-preview/bfe5f159cd57360aef36625ddf9a55d1e041233c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.656,0.631,2,-8.11,0,0.545,0.383,0.0,0.385,0.696,87.386
2398,7MuU7UbVaKyu4HkHBoHwrD,Canary Islands,Goth Babe,63,https://p.scdn.co/mp3-preview/91346c4b9f615a54dca5251d90656643438fbda2?cid=1346ad7fd5d14060af96cc4eaf61e382,0.577,0.683,1,-7.699,1,0.0523,0.028,0.00329,0.156,0.728,115.058
2399,3VxOgQ9o1aKonFx4d5lPR3,Canceled,Larray,50,https://p.scdn.co/mp3-preview/da2316259d9c89a46d5e572b014d268fba991a44?cid=1346ad7fd5d14060af96cc4eaf61e382,0.647,0.803,11,-5.36,0,0.389,0.137,4.06e-06,0.0952,0.55,82.108
2400,5iF33sXejXwfTuidVHMll0,Canción Bonita,Carlos Vives,71,https://p.scdn.co/mp3-preview/103b03490148bcb106485d774438c03696fdf614?cid=1346ad7fd5d14060af96cc4eaf61e382,0.788,0.771,0,-4.048,1,0.0562,0.0452,0.0,0.103,0.785,91.945
2402,70AYiGbc4mWZGEqiipBBDb,CANDY,ROSALÍA,71,https://p.scdn.co/mp3-preview/93d632364d661cdab74230dbaa1ccb101496a73d?cid=1346ad7fd5d14060af96cc4eaf61e382,0.638,0.49,4,-5.726,0,0.226,0.885,0.0116,0.156,0.403,179.905
2403,3bP9pv7uHgCN4mzmelCIjO,Candy Drip,Lucky Daye,42,https://p.scdn.co/mp3-preview/1cd0ff5ae619a9be18b6412b9614527aa84dd093?cid=1346ad7fd5d14060af96cc4eaf61e382,0.676,0.449,2,-9.054,1,0.252,0.101,0.00846,0.0816,0.342,153.969
2407,2LKw5pI3tXyMI8fpUibCiZ,CANDYMAN,Sub Urban,47,https://p.scdn.co/mp3-preview/3510ca1c7fd113639d1257f1405669a494c2bf91?cid=1346ad7fd5d14060af96cc4eaf61e382,0.711,0.714,1,-8.182,1,0.211,0.068,3.84e-06,0.909,0.543,119.524
2409,2NlQeUjIqmREDS8xHhaYVU,Canyons - Live,Cory Asbury,34,https://p.scdn.co/mp3-preview/0e91e0714c32d4f6f95d87b3c74144cc580d7f43?cid=1346ad7fd5d14060af96cc4eaf61e382,0.284,0.636,6,-7.62,1,0.031,0.119,3.73e-06,0.698,0.237,87.127
2410,5Dn6cgiKkQhO3HmHfvN4aG,Can’t Use Me,Morray,50,https://p.scdn.co/mp3-preview/64ee7483819aef0939012f472052244f07f8fac0?cid=1346ad7fd5d14060af96cc4eaf61e382,0.777,0.482,7,-8.411,1,0.109,0.00734,0.0,0.237,0.532,76.487
2411,3xcgXaHFeoCs0xTRJvqDGm,Cap (feat. Offset),KSI,43,https://p.scdn.co/mp3-preview/6c8495ee19cd2ad868d80bb0e2d092e6cd073027?cid=1346ad7fd5d14060af96cc4eaf61e382,0.756,0.652,10,-7.617,0,0.113,0.208,0.0,0.145,0.787,135.126
2414,1sJCxmtHVDHjgwXwdHYFWn,CAPRICHOSO,Rauw Alejandro,52,https://p.scdn.co/mp3-preview/4ebd0f62d22b48fd30b4a15fbeedbf61e86ee0e8?cid=1346ad7fd5d14060af96cc4eaf61e382,0.747,0.722,11,-5.065,0,0.055,0.067,0.0,0.137,0.318,125.96
2415,1E3VQQWFQAPJkXfYHjqWoI,Captain Hook,Megan Thee Stallion,67,https://p.scdn.co/mp3-preview/f4113367facd63f25d5f1ecc71cc0d5dc163cfd0?cid=1346ad7fd5d14060af96cc4eaf61e382,0.863,0.633,10,-5.002,0,0.287,0.0118,0.0,0.285,0.545,163.991
2417,17BELTAKQdOdV0TC5vDnvY,Car Crash,TEEN BLUSH,25,https://p.scdn.co/mp3-preview/3cde28e42f0d27a04c6e0ae0bb9c2fb742354969?cid=1346ad7fd5d14060af96cc4eaf61e382,0.621,0.71,4,-7.297,0,0.047,0.0462,0.817,0.327,0.43,139.927
2418,3gD4J3RUHy4OUuZ3qAiaiG,Caramelo,Ozuna,67,https://p.scdn.co/mp3-preview/d586e2ba050fc66f87bbe4ef5f014c3f975c8858?cid=1346ad7fd5d14060af96cc4eaf61e382,0.728,0.806,6,-3.766,1,0.0623,0.0531,0.000301,0.153,0.698,168.084
2419,0Li1OuXXfi7950ilZUFGkF,Cardigan,Don Toliver,75,https://p.scdn.co/mp3-preview/2e137ec83ed31644d0ea638bbb0c2e9056fb2a31?cid=1346ad7fd5d14060af96cc4eaf61e382,0.747,0.497,4,-6.542,0,0.0401,0.248,0.0,0.138,0.0663,142.046
2420,7CCKYz9WZ0G2D3nELghKl3,Cardigan,Emotional Oranges,50,https://p.scdn.co/mp3-preview/a70cc7dd04ff268c4871b9937e5f719a99dd1e69?cid=1346ad7fd5d14060af96cc4eaf61e382,0.801,0.675,6,-5.315,1,0.0325,0.257,0.00115,0.14,0.706,114.975
2421,5D6zoTzrdsDSlrW0RQqraq,cardigan,Prentiss,14,https://p.scdn.co/mp3-preview/ee72f73f86a5156d04e791ae7de2c9d975b5656b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.748,0.496,11,-7.186,1,0.0278,0.0292,0.000957,0.156,0.271,110.012
2423,4sEH3mM8kkKaE5g9V2QZoU,Care,beabadoobee,39,https://p.scdn.co/mp3-preview/9e96eed781eef9d2330eff1b3a20b8f06a2e74c2?cid=1346ad7fd5d14060af96cc4eaf61e382,0.513,0.884,1,-4.2,0,0.0312,0.00161,0.000208,0.145,0.452,103.034
2425,40oAlYpWjFG0LdrhodVnRN,Care At All,Bryce Vine,44,https://p.scdn.co/mp3-preview/acfd3e2e3e6ecd2a99aef61924ee4474bcfc1b5c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.649,0.462,1,-7.744,0,0.0926,0.408,1.64e-05,0.112,0.257,146.005
2427,0UfB1oHKwWuBTBAuIZc0V7,Carefree,KYLE,51,https://p.scdn.co/mp3-preview/888352718b8654f5db8d6d100e971d52a89b89a1?cid=1346ad7fd5d14060af96cc4eaf61e382,0.813,0.468,8,-9.314,0,0.0556,0.157,0.0,0.0726,0.595,92.944
2428,0rIWnZW5mZkwYjzmrYAtPv,Carefree,RAC,17,https://p.scdn.co/mp3-preview/85cbd0e4e436d2247a48adf168b81ab7840ebb09?cid=1346ad7fd5d14060af96cc4eaf61e382,0.691,0.565,0,-10.635,1,0.0519,0.897,0.105,0.109,0.661,120.149
2430,1ZrtOVdyTQe4LNXtxZwLPv,Carnival Mirror,Tré Burt,19,https://p.scdn.co/mp3-preview/8d067b9f2c3fe1663c5823d2820114802d43ebd9?cid=1346ad7fd5d14060af96cc4eaf61e382,0.657,0.39,7,-6.032,1,0.0266,0.849,0.0,0.13,0.436,107.664
2431,5Q7BgJ0EhqFWdqlMtgDUgM,Carolina,Adeem the Artist,42,https://p.scdn.co/mp3-preview/45b9844359ad78d36d5957a344ad2050246b9c44?cid=1346ad7fd5d14060af96cc4eaf61e382,0.522,0.727,4,-5.935,1,0.0516,0.0693,4.86e-06,0.0869,0.164,75.108
2434,21aQ9GdgEXK6qeovX0YaKb,Caroline,Arlo Parks,49,https://p.scdn.co/mp3-preview/94a530cffd6fc44523c0501cc5cf5e55f64c4951?cid=1346ad7fd5d14060af96cc4eaf61e382,0.596,0.576,10,-7.955,1,0.0388,0.376,0.0904,0.107,0.485,160.176
2436,1Agyr0IoRfFCHDUlU5VePU,caroline,YAS,31,https://p.scdn.co/mp3-preview/a77527f3b151ddee7a7f8de4ad8b118d97d4e8af?cid=1346ad7fd5d14060af96cc4eaf61e382,0.683,0.393,3,-9.834,0,0.0705,0.514,0.000315,0.103,0.0659,144.157
2441,3gPxfcewMlw2h9n24uW4pm,Carry Anne,Leikeli47,58,https://p.scdn.co/mp3-preview/bece47aa21a06fbaae8143db920bfe20bee411d9?cid=1346ad7fd5d14060af96cc4eaf61e382,0.929,0.557,10,-8.9,0,0.364,0.11,0.0702,0.123,0.486,130.054
2442,6VgwZIrbmxcmPOYgpuoBeq,Carry It Well,Sam Fischer,62,https://p.scdn.co/mp3-preview/a3d75e2cc82b827fc2d9a6e7c208ab582dfa4a80?cid=1346ad7fd5d14060af96cc4eaf61e382,0.3,0.493,6,-6.841,0,0.0322,0.491,0.0,0.382,0.22,77.967
2443,7xJGYh04Zju7Redu60kF7y,Carry On,Mykki Blanco,31,https://p.scdn.co/mp3-preview/4187a3b53d45af6dee1e398402481c439774b7df?cid=1346ad7fd5d14060af96cc4eaf61e382,0.605,0.666,1,-8.402,0,0.0455,0.0105,2.05e-05,0.312,0.418,128.045
2445,3svNLdiVqIykhoItrqrPa9,Carry You Home,BEXAR,20,https://p.scdn.co/mp3-preview/345b771b078bd793c5dda3d8f1f2dcafb7b44fa5?cid=1346ad7fd5d14060af96cc4eaf61e382,0.617,0.803,11,-5.664,1,0.0753,0.188,0.0,0.119,0.611,97.96
2446,57jJsS1qNk12kOUHcRpJMm,Carry You Home,Circa Waves,61,https://p.scdn.co/mp3-preview/87dcbd5f0c9a167432e4ff508dcce37fb3a7ad56?cid=1346ad7fd5d14060af96cc4eaf61e382,0.573,0.921,11,-3.239,1,0.0521,0.000592,0.000232,0.14,0.383,105.966
2448,002WDZVLY5EElAwSjXziVt,Cartier,Melii,35,https://p.scdn.co/mp3-preview/ae0742d065f02067a33f66fad2a718309f4e3960?cid=1346ad7fd5d14060af96cc4eaf61e382,0.897,0.681,9,-3.809,1,0.154,0.0063,0.00079,0.127,0.139,149.008
2450,3JPSLsiQz9EaSvhQ6hitvF,Cartier Lens,Bobby Shmurda,39,https://p.scdn.co/mp3-preview/ad593f1f5caaffa85b14518fcf4d2f5d2a94646b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.894,0.294,9,-18.664,1,0.239,0.000145,0.00453,0.0695,0.856,154.929
2451,31Xrzr7jkdFQDLnfLzVAjh,Cartoon Earthquake - Spotify Singles,Blondshell,42,https://p.scdn.co/mp3-preview/aa799bfad00ffcc2c86ba7f52f79a4636f5a5c80?cid=1346ad7fd5d14060af96cc4eaf61e382,0.493,0.732,6,-6.523,0,0.0519,0.19,0.0151,0.15,0.345,111.905
2452,5rYX6uGGhwRBRseSGosoR8,Casa,22Gz,38,https://p.scdn.co/mp3-preview/8923c7d7ef969be65403a8d2a82ac8fcd25a45b8?cid=1346ad7fd5d14060af96cc4eaf61e382,0.891,0.766,7,-2.951,0,0.348,0.183,0.0,0.0993,0.577,140.105
2453,5wr3CiNDw7KUlR0yoIKeNu,Casa,Anfa Rose,47,https://p.scdn.co/mp3-preview/d03fa8d63bf0ebdd06271f64ee3c974022615133?cid=1346ad7fd5d14060af96cc4eaf61e382,0.701,0.735,5,-6.02,1,0.0412,0.103,0.0,0.234,0.156,111.948
2454,6gQnwf0fyydSv65rsFbzty,Casamigos,MC Beezy,14,https://p.scdn.co/mp3-preview/cc11f5328980fbaf4b9a9efded132a2f6cb05949?cid=1346ad7fd5d14060af96cc4eaf61e382,0.731,0.563,5,-5.893,1,0.508,0.0419,0.0,0.0938,0.539,209.84
2456,7pKe9aetI14JCwKBZAEe6a,Cascada,Duki,57,https://p.scdn.co/mp3-preview/a1dccdaf3bd9257f7f524fa0644df50f772e040f?cid=1346ad7fd5d14060af96cc4eaf61e382,0.77,0.603,5,-7.054,0,0.143,0.393,0.0,0.49,0.729,120.101
2457,3O8G8eVrhfXTGttyQ1xVuq,CASE 143,Stray Kids,82,https://p.scdn.co/mp3-preview/3f82b24e22f78f563a081e8f33b546b6ed79b585?cid=1346ad7fd5d14060af96cc4eaf61e382,0.812,0.89,6,-2.661,0,0.209,0.0961,0.0,0.0222,0.69,100.006
2458,4J8TFfkMZqOEwTuEPxkX0b,Case Closed,Young Dolph,39,https://p.scdn.co/mp3-preview/a9e708f12e4f9c50eb79beef42d0a25285db9fd8?cid=1346ad7fd5d14060af96cc4eaf61e382,0.886,0.722,6,-5.185,0,0.198,0.0183,2.35e-05,0.0826,0.51,144.042
2460,56yyecUavZFNRc9W5t0P8O,CASH COW,NGHTMRE,53,https://p.scdn.co/mp3-preview/7307bad4536dbec32cac31635194512a18497b75?cid=1346ad7fd5d14060af96cc4eaf61e382,0.733,0.722,0,-5.07,1,0.0842,0.0359,6.34e-06,0.111,0.29,135.97
2461,3S68RFe1lsdCdTMPIMJM3X,Cash In Cash Out,Pharrell Williams,78,https://p.scdn.co/mp3-preview/67d7e049f17cdea85d26ce5c301a4e853e86c98a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.877,0.56,7,-3.751,1,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971
2463,7aLDeN4H4taVFvjOQSV2ge,Cash Rules,iyla,44,https://p.scdn.co/mp3-preview/c890960984e2f76e9d0eb5d962c73048511ba632?cid=1346ad7fd5d14060af96cc4eaf61e382,0.689,0.824,6,-2.674,1,0.14,0.163,0.0,0.219,0.588,77.938
2464,6xszMomofJTQMICSVVNNDL,Cashmere,Tkay Maidza,31,https://p.scdn.co/mp3-preview/28083f63f77fb573e5683d097040817eee7f7533?cid=1346ad7fd5d14060af96cc4eaf61e382,0.646,0.663,11,-4.426,0,0.247,0.576,0.0,0.112,0.646,75.94
2466,2HYoorelMBHn5BwagU2Cka,CASPER,Jeffrey Eli,45,https://p.scdn.co/mp3-preview/8c6c05a788d3ab9721240f08e55ed0fb385908aa?cid=1346ad7fd5d14060af96cc4eaf61e382,0.631,0.651,11,-9.244,1,0.0784,0.752,0.00021,0.13,0.546,144.943
2467,7INDea2qgB7TlUgpux3hsg,Castigo,Feid,68,https://p.scdn.co/mp3-preview/1afab1f193afbf36c65027899637856ba025537b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.739,0.672,8,-4.127,0,0.174,0.0897,0.0,0.104,0.739,179.78
2468,7GVZVkfQtr01rzG3D5z0c2,Castilleja,Molly Tuttle & Golden Highway,34,https://p.scdn.co/mp3-preview/5b53f171b3992bf250ff3977122b3591db0d3e72?cid=1346ad7fd5d14060af96cc4eaf61e382,0.436,0.628,10,-8.403,0,0.036,0.737,3.88e-05,0.177,0.61,133.702
2469,7pbDDgeQjKt3fOrjePnwFu,Castles,DJ_Dave,44,https://p.scdn.co/mp3-preview/8f23b3740342cd2947684e4d4c39f820e9e10332?cid=1346ad7fd5d14060af96cc4eaf61e382,0.586,0.661,8,-9.087,1,0.0448,0.262,0.8,0.144,0.363,129.873
2470,7jryjMIQUKx4MasTpIZV6U,Castles,WYLDE,18,https://p.scdn.co/mp3-preview/b1ffa072520c4b156eaa2ae8ec76d5c37b5b6f57?cid=1346ad7fd5d14060af96cc4eaf61e382,0.383,0.603,0,-8.907,1,0.126,0.69,0.000442,0.35,0.303,99.969
2471,1UTGAopFU1g7qoxTE8sE3D,Casual,Chappell Roan,61,https://p.scdn.co/mp3-preview/b25ba4ce2560c722b47ca9fc6e64431be4eaca3b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.508,0.411,1,-6.95,1,0.0269,0.226,0.0,0.0571,0.34,131.008
2472,6tgf0nmBjFPrkk2CztA3zD,casual sabotage,YUNGBLUD,47,https://p.scdn.co/mp3-preview/a455c562b3e6bf1dd0550b16698b85820dce4bdb?cid=1346ad7fd5d14060af96cc4eaf61e382,0.482,0.587,1,-6.722,0,0.0347,0.0027,0.0,0.114,0.0398,106.948
2473,5FcT2TuosRkokjn3xyncER,Casualidad,Sofía Reyes,63,https://p.scdn.co/mp3-preview/2834835e68013eefd4d75712ba4b402e6e4770b3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.753,0.72,10,-4.223,0,0.0987,0.383,0.0,0.0554,0.84,173.906
2474,0BPTjMn5EjVJlvjaRzMiSJ,cat out the bag,contradash,26,https://p.scdn.co/mp3-preview/fe879b01bc5e07de2c11c657e714551ffd10773f?cid=1346ad7fd5d14060af96cc4eaf61e382,0.458,0.42,3,-7.717,1,0.334,0.537,0.0,0.191,0.841,96.024
2475,4quTh7pgKCPOqvEcI04WAb,cat scratch,Dua Saleh,51,https://p.scdn.co/mp3-preview/14a2ae4fe799c75055db8542bea4decab105f85d?cid=1346ad7fd5d14060af96cc4eaf61e382,0.406,0.484,7,-9.195,1,0.101,0.503,0.0,0.652,0.265,75.067
2476,5zs2czX5d8B0zuQB7jiFct,Catalonia,Vance Joy,59,https://p.scdn.co/mp3-preview/426249abf8a0c71c0129d0226fda7fc59166af52?cid=1346ad7fd5d14060af96cc4eaf61e382,0.399,0.801,4,-4.638,0,0.0544,0.32,0.0,0.308,0.696,199.792
2478,6yo5XRZObYpo8mtm4SXRXE,Catch It,Babyface Ray,31,https://p.scdn.co/mp3-preview/5212777740bc7d2d0972b7e7ae3895ef411f575a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.674,0.591,2,-4.719,1,0.439,0.0212,0.0,0.223,0.0677,184.962
2479,5NFr84NNaAHt5B4zK9Vouh,Catch Me,Damien,51,https://p.scdn.co/mp3-preview/2ec9fc65e1e4a062d44846cccce4388ffc916217?cid=1346ad7fd5d14060af96cc4eaf61e382,0.804,0.533,0,-8.916,0,0.38,0.585,0.0,0.153,0.345,119.884
2480,5q0CgAV5RnmtYH0oTf4gA8,Catch Me,WizTheMc,49,https://p.scdn.co/mp3-preview/350cc723b6163bf4ac765e77df8ec0e3129ce8df?cid=1346ad7fd5d14060af96cc4eaf61e382,0.821,0.505,1,-6.963,0,0.0872,0.399,0.0,0.113,0.739,102.982
2481,3WY8hLynnpmXPzdwPl0zjH,Catch Me If You Can,Scorey,47,https://p.scdn.co/mp3-preview/9532766d229981c57a08cb66a915b989d03c72a0?cid=1346ad7fd5d14060af96cc4eaf61e382,0.663,0.602,8,-5.197,0,0.358,0.0172,0.0,0.287,0.642,175.972
2482,6VRfsebyIwzt9otSvcuV87,Catch Me In The Air,Rina Sawayama,49,https://p.scdn.co/mp3-preview/7bf97322efa551688586272c69b326751060f3fb?cid=1346ad7fd5d14060af96cc4eaf61e382,0.518,0.792,9,-3.915,1,0.0349,0.00477,1.85e-05,0.296,0.202,122.042
2483,1KxbulzaXSOjDyy53TE1cX,Catch Up (feat. Mike WiLL Made-It),Chloe x Halle,29,https://p.scdn.co/mp3-preview/0496340ac780c7ddb84e169b1981499406a611a2?cid=1346ad7fd5d14060af96cc4eaf61e382,0.814,0.57,4,-7.142,0,0.0412,0.476,0.000292,0.134,0.544,105.024
2484,7yhFvfZtC4DomCU4Lpe0cr,Catching A Dream,Jonah Kagen,37,https://p.scdn.co/mp3-preview/d3576addb96f87fde7a0755446b4f782a3a32a39?cid=1346ad7fd5d14060af96cc4eaf61e382,0.617,0.653,7,-8.388,0,0.0272,0.0051,0.000193,0.122,0.381,129.989
2485,7uHJpostAYqNJ8nZM1tp78,Cate’s Brother,Maisie Peters,60,https://p.scdn.co/mp3-preview/eb95239b834ea1c4193e1f41d0302e780b98da41?cid=1346ad7fd5d14060af96cc4eaf61e382,0.735,0.648,1,-4.523,0,0.0334,0.0114,0.000213,0.309,0.395,97.985
2486,6XmQuWdDRF0E2QwDsrRbkb,Cathedral Bell,The Used,29,https://p.scdn.co/mp3-preview/08f0bbbf3531074975e2daff07bb09a484705f87?cid=1346ad7fd5d14060af96cc4eaf61e382,0.424,0.57,4,-7.031,0,0.159,0.00278,0.709,0.311,0.495,180.043
